id,name,urbanCenter,capital,pop2015Cat,lat,lon
2725,Parma,1,0,>100k,44.8,10.33
2729,Akwanga,1,0,>100k,8.91,8.41
2730,Nuremberg,1,0,>500k,49.45,11.05
2734,Augsburg,1,0,>250k,48.36,10.89
2735,Dambarta,1,0,>100k,12.43,8.51
2737,Kpam,1,0,>100k,7.3,8.47
2738,Livorno,1,0,>100k,43.55,10.32
2739,Lafia,1,0,>100k,8.5,8.52
2740,Makurdi,1,0,>250k,7.72,8.54
2743,Nassarawan Eggon,1,0,>100k,8.71,8.54
2747,Bizerte,1,0,>100k,37.27,9.87
2748,Magdeburg,1,0,>100k,52.14,11.64
2749,Copenhagen,1,1,>500k,55.68,12.56
2750,Reggio nell'Emilia,1,0,>100k,44.69,10.63
2752,Samunakar,1,0,>100k,10.42,8.69
2753,Rostock,1,0,>100k,54.12,12.11
2758,Ikom,1,0,>100k,5.97,8.73
2759,Tanout,1,0,>100k,14.97,8.88
2762,Malabo,1,1,>100k,3.75,8.78
2763,Wudil,1,0,>100k,11.8,8.85
2764,Okuku Lepuole,1,0,>100k,6.71,8.78
2765,Jos,1,0,>500k,9.87,8.87
2767,Tunis,1,1,>500k,36.8,10.18
2769,Nshebori,1,0,>100k,6.66,8.8
2773,Verona,1,0,>100k,45.43,10.99
2775,Zinder,1,0,>500k,13.81,8.98
2776,Modena,1,0,>100k,44.64,10.93
2782,Halle (Saale),1,0,>100k,51.47,11.97
2784,Munich,1,0,>500k,48.14,11.56
2785,Gaya,1,0,>100k,11.86,9
2788,Innsbruck,1,0,>100k,47.27,11.4
2789,Gboko,1,0,>250k,7.33,9
2790,Gabes,1,0,>100k,33.89,10.09
2791,Bolzano - Bozen,1,0,>100k,46.49,11.34
2792,Hammam-Lif,1,0,>100k,36.72,10.35
2794,Prato,1,0,>100k,43.87,11.11
2795,Vande Ikya,1,0,>100k,6.8,9.06
2798,Malmö,1,0,>250k,55.6,13.01
2800,Mongu Arna,1,0,>100k,9.48,9.15
2801,Florence,1,0,>250k,43.78,11.21
2802,Bologna,1,0,>250k,44.49,11.33
2805,Obudu,1,0,>100k,6.66,9.17
2806,Leipzig,1,0,>250k,51.34,12.37
2808,Limbé,1,0,>100k,4.01,9.2
2813,Dutse,1,0,>100k,11.7,9.35
2814,Katsina Ala,1,0,>100k,7.17,9.28
2815,Hammamet,1,0,>100k,36.43,10.69
2816,Sousse,1,0,>250k,35.84,10.6
2817,Gumel,1,0,>100k,12.63,9.39
2818,Regensburg,1,0,>100k,49.02,12.11
2823,Tiko,1,0,>100k,4.09,9.34
2829,Birnin Kudu,1,0,>100k,11.45,9.48
2834,Libreville,1,1,>500k,0.39,9.46
2835,Kumba,1,0,>100k,4.63,9.45
2837,Sfax,1,0,>500k,34.77,10.74
2838,Ningi,1,0,>100k,11.07,9.57
2839,Shendam,1,0,>100k,8.88,9.53
2843,Dimiskir,1,0,>100k,13.81,9.68
2845,Padua,1,0,>100k,45.41,11.91
2847,Zaki Biam,1,0,>100k,7.5,9.6
2848,Ksar Hellal,1,0,>100k,35.65,10.89
2849,Potsdam,1,0,>100k,52.39,13.08
2850,Douala,1,0,>500k,4.05,9.72
2851,Berlin,1,1,>500k,52.52,13.4
2852,Chemnitz,1,0,>100k,50.83,12.91
2853,Bauchi,1,0,>500k,10.31,9.83
2855,Langtang,1,0,>100k,9.14,9.79
2856,Wukari,1,0,>100k,7.87,9.78
2860,Mestre,1,0,>100k,45.47,12.23
2861,Bata,1,0,>100k,1.85,9.77
2866,Hadejia,1,0,>100k,12.45,10.03
2867,Dengi,1,0,>100k,9.37,9.96
2871,Kribi,1,0,>100k,2.95,9.91
2874,Takum,1,0,>100k,7.26,9.98
2879,Wum,1,0,>100k,6.39,10.08
2880,Azare,1,0,>100k,11.67,10.19
2882,Giade,1,0,>100k,11.39,10.2
2883,Bamenda,1,0,>250k,5.97,10.15
2885,Salzburg,1,0,>100k,47.8,13.04
2886,Pilsen,1,0,>100k,49.74,13.38
2887,Dresden,1,0,>500k,51.06,13.74
2889,Rimini,1,0,>100k,44.06,12.56
2893,Masuri,1,0,>100k,10.27,10.33
2894,Mbouda,1,0,>100k,5.62,10.26
2895,Acilia,1,0,>100k,41.77,12.35
2896,Nguru,1,0,>100k,12.87,10.44
2897,Rome,1,1,>500k,41.9,12.48
2898,Katsiro,1,0,>100k,11,10.41
2900,Misau,1,0,>100k,11.32,10.46
2901,Bafoussam,1,0,>250k,5.48,10.41
2903,Gamawa,1,0,>100k,12.13,10.53
2904,Ndop,1,0,>100k,5.99,10.44
2907,Szczecin,1,0,>250k,53.43,14.54
2915,Foumbot,1,0,>100k,5.51,10.63
2918,Kumbo,1,0,>100k,6.21,10.68
2919,Dukku,1,0,>100k,10.82,10.77
2927,Prague,1,1,>500k,50.09,14.46
2928,Foumban,1,0,>100k,5.73,10.89
2929,Gashua,1,0,>100k,12.87,11.04
2931,Potiskum,1,0,>250k,11.71,11.09
2932,Gombe,1,0,>250k,10.29,11.16
2933,Triest,1,0,>100k,45.63,13.79
2936,Linz,1,0,>100k,48.28,14.29
2938,Biliri,1,0,>100k,9.88,11.22
2940,Ebolowa,1,0,>100k,2.92,11.15
2941,N/A,1,0,>250k,10.3,11.25
2944,Damagum,1,0,>100k,11.68,11.33
2945,Kaltungo,1,0,>100k,9.82,11.31
2947,Gembu,1,0,>100k,6.71,11.25
2948,Jalingo,1,0,>100k,8.91,11.36
2953,Bajoga,1,0,>100k,10.85,11.44
2954,Al Zawiyah,1,0,>100k,32.77,12.69
2959,Palermo,1,0,>500k,38.14,13.34
2960,Uppsala,1,0,>100k,59.86,17.64
2961,Yaounde,1,1,>500k,3.87,11.51
2964,Rijeka,1,0,>100k,45.35,14.39
2965,Ljubljana,1,1,>250k,46.06,14.51
2971,Tripoli,1,1,>500k,32.89,13.18
2973,Stockholm,1,1,>500k,59.35,18.1
2975,Zinna,1,0,>100k,8.99,11.75
2976,Pescara,1,0,>100k,42.47,14.2
2977,Geidam,1,0,>100k,12.89,11.93
2978,Banyo,1,0,>100k,6.75,11.8
2980,Naples,1,0,>500k,40.87,14.34
2981,Damaturu,1,0,>100k,11.74,11.97
2982,Pointe-Noire,1,0,>500k,-4.8,11.87
2984,Buni Yadi,1,0,>100k,11.27,12.01
2985,Namibe,1,0,>250k,-15.2,12.15
2987,Shellem,1,0,>100k,9.89,12.01
2991,Caserta,1,0,>100k,41.06,14.31
2994,Sangasumi,1,0,>100k,8.44,12.06
2997,Biu,1,0,>100k,10.61,12.19
3000,Graz,1,0,>250k,47.06,15.44
3002,Cabinda,1,0,>500k,-5.58,12.2
3004,Wałbrzych,1,0,>100k,50.79,16.28
3008,Jimeta,1,0,>250k,9.26,12.44
3012,Poznan,1,0,>500k,52.4,16.92
3018,Yola,1,0,>100k,9.2,12.49
3020,Diffa,1,0,>100k,13.31,12.61
3021,Salerno,1,0,>100k,40.68,14.79
3027,Vienna,1,1,>500k,48.2,16.36
3028,Gubio,1,0,>100k,12.49,12.78
3029,Damboa,1,0,>100k,11.16,12.76
3030,Gombi,1,0,>100k,10.16,12.74
3031,Wroclaw,1,0,>500k,51.11,17.03
3032,Zagreb,1,1,>500k,45.8,16
3033,Goniri,1,0,>100k,12.11,12.83
3034,Valletta,1,1,>250k,35.9,14.51
3036,Brno,1,0,>250k,49.2,16.62
3042,Qabilat alturki,1,0,>100k,32.58,14.36
3044,Maiduguri,1,0,>500k,11.83,13.15
3046,Tshela,1,0,>100k,-5,12.95
3049,Foggia,1,0,>100k,41.46,15.55
3050,Luanda,1,1,>500k,-8.84,13.23
3051,Catania,1,0,>250k,37.53,15.07
3053,Boma,1,0,>100k,-5.84,13.06
3054,Bydgoszcz,1,0,>250k,53.13,18.03
3055,Gajiram,1,0,>100k,12.49,13.21
3056,Acireale,1,0,>100k,37.6,15.13
3060,Gdansk,1,0,>500k,54.42,18.59
3061,Mubi,1,0,>250k,10.27,13.27
3064,Benguela,1,0,>250k,-12.59,13.4
3065,Lubango,1,0,>500k,-14.91,13.51
3069,Bratislava,1,1,>250k,48.15,17.12
3070,Michika,1,0,>100k,10.63,13.39
3071,Garoua,1,0,>500k,9.33,13.39
3072,Nkayi,1,0,>100k,-4.18,13.29
3073,Kinzao,1,0,>100k,-5.49,13.3
3081,Sibiti,1,0,>100k,-3.68,13.35
3082,Lobito,1,0,>250k,-12.38,13.57
3083,Messina,1,0,>100k,38.2,15.56
3084,Split,1,0,>100k,43.52,16.46
3087,Chibia,1,0,>100k,-15.19,13.69
3088,Monguno,1,0,>100k,12.67,13.61
3089,Matadi,1,0,>100k,-5.83,13.46
3090,Sabha,1,0,>100k,27.03,14.44
3093,Reggio Calabria,1,0,>100k,38.11,15.65
3095,Misrata,1,0,>250k,32.37,15.09
3096,Toruń,1,0,>100k,53.02,18.63
3097,Ngaoundéré,1,0,>250k,7.32,13.58
3098,Jaudiri,1,0,>100k,11.51,13.7
3099,Gwoza,1,0,>100k,11.09,13.7
3101,Baga,1,0,>100k,13.09,13.82
3106,Bertoua,1,0,>100k,4.58,13.68
3108,Mokolo,1,0,>500k,10.74,13.81
3109,Sumbe,1,0,>100k,-11.21,13.85
3111,Dikwa,1,0,>100k,12.03,13.92
3112,Koza,1,0,>100k,10.88,13.89
3116,Guider,1,0,>250k,9.93,13.94
3120,Ostrava,1,0,>100k,49.82,18.28
3121,Banja Luka,1,0,>100k,44.79,17.2
3127,Mora,1,0,>100k,11.04,14.14
3129,Banki,1,0,>100k,11.25,14.15
3131,Gamboru,1,0,>250k,12.37,14.21
3133,Cubal,1,0,>250k,-13.04,14.25
3134,Katowice,1,0,>500k,50.3,18.96
3135,Bari,1,0,>250k,41.11,16.86
3138,Tcholliré,1,0,>100k,8.4,14.16
3141,Maroua,1,0,>500k,10.6,14.32
3142,Lere,1,0,>100k,9.66,14.22
3144,M'banza Congo,1,0,>100k,-6.26,14.23
3145,Gabela,1,0,>100k,-10.85,14.38
3146,Turku,1,0,>100k,60.45,22.24
3147,Meiganga,1,0,>100k,6.52,14.29
3149,Kaele,1,0,>250k,10.11,14.45
3150,Częstochowa,1,0,>100k,50.81,19.12
3152,Batouri,1,0,>100k,4.44,14.36
3153,Lodz,1,0,>500k,51.77,19.45
3156,Tychy,1,0,>100k,50.12,19
3158,Ganda,1,0,>100k,-13.02,14.64
3160,Caluquembe,1,0,>100k,-13.79,14.69
3161,Bielsko-Biała,1,0,>100k,49.82,19.04
3165,Pécs,1,0,>100k,46.07,18.23
3167,Taranto,1,0,>100k,40.49,17.22
3168,Kaliningrad,1,0,>250k,54.71,20.51
3173,Xangongo,1,0,>100k,-16.75,14.97
3175,Chicomba,1,0,>100k,-14.13,14.91
3178,Matala,1,0,>100k,-14.74,15.02
3179,Olsztyn,1,0,>100k,53.77,20.49
3181,Klaipėda,1,0,>100k,55.69,21.15
3183,Maga,1,0,>100k,10.84,14.94
3186,N'Djamena,1,1,>500k,12.12,15.05
3187,Pala,1,0,>250k,9.36,14.91
3188,N'dalatando,1,0,>100k,-9.3,14.91
3189,Caconda,1,0,>100k,-13.74,15.06
3191,Tampere,1,0,>100k,61.49,23.73
3193,Budapest,1,1,>500k,47.5,19.08
3196,Sarajevo,1,1,>250k,43.85,18.38
3198,Uíge,1,0,>250k,-7.61,15.05
3199,فيانكا Fianga,1,0,>250k,9.92,15.15
3203,Mao,1,0,>100k,14.12,15.31
3205,Krakow,1,0,>500k,50.05,19.99
3207,Yagoua,1,0,>250k,10.34,15.23
3209,Kinshasa,1,1,>500k,-4.33,15.31
3211,Brazzaville,1,1,>500k,-4.26,15.28
3212,Bongor,1,0,>100k,10.28,15.37
3214,Ondjiva,1,0,>250k,-17.07,15.72
3216,Warsaw,1,1,>500k,52.25,21
3217,Calilongue,1,0,>100k,-12.85,15.56
3223,Kielce,1,0,>100k,50.88,20.62
3225,Oshikango,1,0,>100k,-17.39,15.89
3227,Huambo,1,0,>500k,-12.77,15.74
3228,Massakory,1,0,>100k,13,15.73
3231,Bailundo,1,0,>100k,-12.2,15.86
3232,دوربالي Dourbali,1,0,>100k,11.81,15.86
3235,Radom,1,0,>100k,51.4,21.16
3240,Novi Sad,1,0,>250k,45.26,19.82
3244,Helsinki,1,1,>500k,60.18,24.93
3245,Moundou,1,0,>250k,8.57,16.07
3246,Szeged,1,0,>100k,46.25,20.15
3247,Katchiungo,1,0,>100k,-12.56,16.23
3253,Miskolc,1,0,>100k,48.1,20.77
3255,Tallinn,1,1,>250k,59.43,24.73
3257,Laï,1,0,>100k,9.4,16.3
3258,Malanje,1,0,>250k,-9.54,16.35
3260,Windhoek,1,1,>250k,-22.57,17.08
3263,Durrës,1,0,>100k,41.31,19.48
3267,Košice,1,0,>100k,48.71,21.26
3268,Cape Town,1,0,>500k,-33.95,18.58
3269,Riga,1,1,>500k,56.95,24.1
3270,Belgrade,1,1,>500k,44.82,20.47
3274,Tirana,1,1,>500k,41.33,19.82
3275,Andulo,1,0,>100k,-11.49,16.69
3278,Gore,1,0,>100k,7.93,16.63
3280,Rzeszów,1,0,>100k,50.04,22
3282,Kuito,1,0,>250k,-12.39,16.94
3284,Doba,1,0,>100k,8.67,16.85
3286,Somerset West,1,0,>100k,-34.11,18.85
3288,Białystok,1,0,>250k,53.13,23.15
3289,Lublin,1,0,>250k,51.24,22.56
3291,Bokoro,1,0,>100k,12.38,17.06
3294,Kaunas,1,0,>250k,54.9,23.93
3298,Debrecen,1,0,>100k,47.53,21.63
3300,Timișoara,1,0,>250k,45.75,21.23
3301,Arad,1,0,>100k,46.18,21.32
3302,Paarl,1,0,>100k,-33.7,18.99
3304,Kragujevac,1,0,>100k,44.01,20.91
3305,Kenge,1,0,>100k,-4.82,17.04
3310,Hrodna,1,0,>250k,53.68,23.83
3313,Uzhhorod,1,0,>100k,48.62,22.3
3314,Oradea,1,0,>100k,47.06,21.92
3315,Camacupa,1,0,>100k,-12.02,17.48
3316,Murmansk,1,0,>250k,68.96,33.08
3317,Yao,1,0,>100k,12.85,17.56
3318,Menongue,1,0,>250k,-14.66,17.69
3319,Bandundu,1,0,>100k,-3.32,17.38
3322,Koumra,1,0,>100k,8.92,17.55
3323,Pristina,1,1,>100k,42.67,21.17
3325,Brest,1,0,>250k,52.1,23.71
3330,مويسالا Moïssala,1,0,>100k,8.34,17.77
3332,Skopje,1,1,>250k,42,21.43
3339,Vilnius,1,1,>250k,54.68,25.32
3340,Niš,1,0,>100k,43.32,21.91
3341,نيتكتن Bitkine,1,0,>100k,11.98,18.21
3345,Ati,1,0,>100k,13.21,18.34
3347,Dongou,1,0,>100k,2.04,18.06
3348,Impfondo,1,0,>250k,1.61,18.06
3349,Benghazi,1,0,>250k,32.09,20.1
3351,Lviv,1,0,>500k,49.84,24.02
3352,Sarh,1,0,>250k,9.15,18.38
3353,Mbandaka,1,0,>250k,0.04,18.26
3361,Mongo,1,0,>100k,12.18,18.69
3363,Bangui,1,1,>500k,4.37,18.56
3365,Faya-Largeau,1,0,>100k,17.93,19.1
3367,Cluj-Napoca,1,0,>250k,46.77,23.6
3369,Patras,1,0,>100k,38.24,21.75
3370,Marj,1,0,>100k,32.49,20.83
3371,Kikwit,1,0,>250k,-5.04,18.81
3372,كيابي Kyabé,1,0,>100k,9.45,18.95
3373,Baranovichi,1,0,>100k,53.13,26.02
3374,Kahemba,1,0,>250k,-7.3,18.96
3375,Lutsk,1,0,>100k,50.75,25.34
3376,Ivano-Frankivsk,1,0,>100k,48.92,24.71
3377,Larissa,1,0,>100k,39.63,22.42
3378,Pskov,1,0,>100k,57.81,28.34
3381,Sofia,1,1,>500k,42.69,23.31
3382,Pinsk,1,0,>100k,52.13,26.09
3384,Thessaloniki,1,0,>500k,40.64,22.94
3385,Sibiu,1,0,>100k,45.79,24.14
3386,Craiova,1,0,>100k,44.32,23.8
3388,Mangalmé,1,0,>100k,12.36,19.61
3390,Umm Hajar,1,0,>100k,13.3,19.69
3392,Târgu Mureș,1,0,>100k,46.54,24.55
3393,Volos,1,0,>100k,39.37,22.93
3394,Ternopil,1,0,>100k,49.56,25.59
3395,Bayda,1,0,>100k,32.76,21.75
3396,Saint Petersburg,1,0,>500k,59.92,30.33
3399,Luena,1,0,>250k,-11.78,19.91
3401,Minsk,1,1,>500k,53.9,27.56
3402,Rivne,1,0,>100k,50.63,26.24
3403,Gemena,1,0,>250k,3.25,19.78
3406,Basankusu,1,0,>100k,1.22,19.8
3408,Kolpino,1,0,>100k,59.77,30.6
3410,George,1,0,>100k,-33.99,22.47
3411,Pitești,1,0,>100k,44.86,24.86
3412,Am Timan,1,0,>100k,11.04,20.28
3413,Chernivtsi,1,0,>100k,48.3,25.94
3415,Saurimo,1,0,>250k,-9.67,20.39
3420,Athens,1,1,>500k,37.99,23.73
3421,Barysaw,1,0,>100k,54.23,28.51
3422,Abéché,1,0,>250k,13.83,20.83
3423,Brasov,1,0,>100k,45.65,25.61
3427,Plovdiv,1,0,>250k,42.14,24.75
3428,Biltine,1,0,>100k,14.53,20.93
3430,Ilebo,1,0,>100k,-4.33,20.59
3431,Khmelnytskyi,1,0,>250k,49.42,26.99
3434,Tshikapa,1,0,>500k,-6.43,20.78
3435,Dundo,1,0,>100k,-7.38,20.82
3436,Veliky Novgorod,1,0,>100k,58.55,31.27
3441,Boende,1,0,>100k,-0.28,20.88
3442,Ploiești,1,0,>100k,44.94,26.03
3444,Bucharest,1,1,>500k,44.44,26.1
3446,Goz Beïda,1,0,>100k,12.22,21.41
3448,Ruse,1,0,>100k,43.87,25.97
3449,Babruysk,1,0,>100k,53.15,29.21
3450,Vitebsk,1,0,>250k,55.19,30.2
3453,Bacău,1,0,>100k,46.56,26.92
3455,Petrozavodsk,1,0,>100k,61.78,34.36
3456,Lisala,1,0,>100k,2.15,21.51
3459,Tobruk,1,0,>100k,32.08,23.96
3461,Iași,1,0,>100k,47.15,27.59
3462,Zhytomyr,1,0,>100k,50.27,28.68
3463,Guereda,1,0,>250k,14.51,22.09
3464,Oltenița,1,0,>100k,44.1,26.64
3466,Mahilyow,1,0,>250k,53.9,30.33
3468,Bălți,1,0,>100k,47.76,27.91
3469,Vinnytsia,1,0,>250k,49.23,28.48
3471,أدري Adré,1,0,>250k,13.47,22.2
3475,Geneina,1,0,>100k,13.44,22.45
3477,Heraklion,1,0,>100k,35.33,25.12
3480,Bena-Leka,1,0,>100k,-5.14,22.17
3482,Călărași,1,0,>250k,44.2,27.34
3483,Demba,1,0,>100k,-5.49,22.27
3484,For Baranga,1,0,>100k,12.12,22.6
3486,Kananga,1,0,>500k,-5.9,22.41
3487,Tina,1,0,>100k,15.03,22.8
3490,Galați,1,0,>100k,45.44,28.02
3491,Bumba,1,0,>100k,2.19,22.47
3492,Brăila,1,0,>100k,45.28,27.96
3493,Karyari,1,0,>100k,15.71,23.05
3497,KwaNobuhle 1,1,0,>100k,-33.81,25.38
3498,Chișinău,1,1,>250k,47.01,28.86
3499,Mongu,1,0,>100k,-15.26,23.15
3502,Smolensk,1,0,>250k,54.79,32.05
3503,Burgas,1,0,>100k,42.5,27.45
3505,Port Elizabeth,1,0,>500k,-33.92,25.56
3506,Homel,1,0,>250k,52.44,30.97
3507,Um Dukhan,1,0,>100k,11.14,22.96
3511,Kimberley,1,0,>100k,-28.73,24.74
3514,N/A,1,0,>100k,12.39,23.14
3515,Wells Estate,1,0,>100k,-33.8,25.6
3516,Varna,1,0,>250k,43.22,27.93
3517,Kyiv,1,1,>500k,50.44,30.51
3518,Bila Tserkva,1,0,>100k,49.8,30.12
3519,Saraf `Umrah,1,0,>250k,13.47,23.3
3521,N/A,1,0,>100k,13.77,23.45
3523,Gnalida,1,0,>100k,10.48,23.31
3527,Brovary,1,0,>100k,50.51,30.78
3528,Izmir,1,0,>500k,38.42,27.14
3530,Kasaji,1,0,>100k,-10.38,23.45
3531,Kahinda,1,0,>100k,-7.79,23.36
3532,Chernihiv,1,0,>250k,51.5,31.28
3533,Constanța,1,0,>100k,44.19,28.63
3537,Tiraspol,1,0,>100k,46.85,29.63
3538,Mwene-Ditu,1,0,>100k,-7.01,23.45
3539,Severodvinsk,1,0,>100k,64.57,39.83
3540,Kapaklı,1,0,>100k,41.3,27.98
3541,Mbuji-Mayi,1,0,>500k,-6.12,23.6
3542,Manisa,1,0,>250k,38.62,27.39
3548,Kebkabiya,1,0,>500k,13.65,24.09
3550,Balıkesir,1,0,>100k,39.65,27.9
3551,N/A,1,0,>100k,15.13,24.25
3553,Turgutlu,1,0,>100k,38.49,27.69
3554,Arkhangelsk,1,0,>100k,64.54,40.6
3556,N/A,1,0,>100k,-6.49,23.86
3560,Ngandajika,1,0,>100k,-6.73,23.95
3561,Kas,1,0,>250k,12.51,24.29
3562,Istanbul,1,0,>500k,41,29.03
3563,Mafikeng,1,0,>100k,-25.87,25.61
3564,Sazlıbosna,1,0,>100k,41.15,28.62
3566,Ed Al Fursan,1,0,>250k,11.51,24.32
3567,Aydin,1,0,>100k,37.84,27.84
3569,Arnavutköy,1,0,>100k,41.19,28.74
3571,Bloemfontein,1,0,>250k,-29.16,26.23
3581,Odesa,1,0,>500k,46.45,30.71
3583,Um Danga,1,0,>250k,10.95,24.58
3584,Mmopane,1,0,>100k,-24.57,25.84
3586,Kabinda,1,0,>100k,-6.14,24.49
3587,Gaborone,1,1,>100k,-24.65,25.91
3589,Bursa,1,0,>500k,40.22,29.05
3592,Cherkasy,1,0,>250k,49.42,32.07
3594,Tver,1,0,>250k,56.85,35.89
3596,Nyala,1,0,>500k,12.05,24.88
3597,Botshabelo,1,0,>100k,-29.26,26.71
3600,Yalova,1,0,>100k,40.65,29.28
3601,Marsa Matruh‎,1,0,>100k,31.35,27.24
3602,Buta,1,0,>100k,2.8,24.74
3603,Saklı Göl,1,0,>100k,40.06,29.25
3605,Jouberton,1,0,>100k,-26.89,26.59
3609,Bryansk,1,0,>250k,53.26,34.36
3610,Kamina,1,0,>250k,-8.74,25
3611,Bronville,1,0,>100k,-27.97,26.82
3612,Lilian Ngoyi Village,1,0,>100k,-32.94,27.73
3613,Cherepovets,1,0,>250k,59.13,37.9
3614,Buram,1,0,>500k,10.85,25.16
3615,Al-Fashir,1,0,>500k,13.62,25.35
3616,Kropyvnytskyi,1,0,>100k,48.51,32.26
3617,East London,1,0,>100k,-33,27.87
3618,İnegöl,1,0,>100k,40.09,29.5
3619,İzmit,1,0,>500k,40.76,29.9
3620,Gölcük,1,0,>100k,40.71,29.84
3621,Mellit,1,0,>100k,14.13,25.55
3622,Livingstone,1,0,>100k,-17.85,25.86
3623,Denizli,1,0,>500k,37.78,29.07
3624,Kolwezi,1,0,>100k,-10.71,25.46
3625,Kisangani,1,0,>500k,0.52,25.19
3626,Mykolaiv,1,0,>250k,46.96,32.01
3627,Potchefstroom,1,0,>100k,-26.72,27.06
3628,Uşak,1,0,>100k,38.67,29.41
3629,Shearia,1,0,>100k,12.44,25.58
3631,Maseru,1,1,>100k,-29.32,27.48
3633,Umm Siado??,1,0,>100k,12.66,25.72
3635,Fethiye,1,0,>100k,36.65,29.14
3640,Kabondo-Dianda,1,0,>100k,-8.91,25.67
3643,Kütahya,1,0,>100k,39.42,30
3644,Rustenburg,1,0,>100k,-25.66,27.23
3647,Sakarya [Adapazarı],1,0,>250k,40.76,30.41
3651,Kremenchuk,1,0,>100k,49.07,33.44
3652,Lubao,1,0,>100k,-5.38,25.75
3654,Kaluga,1,0,>100k,54.54,36.28
3655,Kherson,1,0,>250k,46.65,32.62
3657,Zelenograd,1,0,>100k,55.99,37.19
3658,Ad Da'ein,1,0,>500k,11.46,26.13
3661,Eskisehir,1,0,>500k,39.76,30.54
3663,Kindu,1,0,>100k,-2.95,25.93
3664,Abu Matarig,1,0,>250k,10.98,26.2
3667,Vanderbijlpark,1,0,>100k,-26.69,27.84
3669,Sasolburg,1,0,>100k,-26.84,27.86
3670,Kryvyi Rih,1,0,>500k,47.9,33.39
3672,Evaton,1,0,>500k,-26.53,27.85
3673,Johannesburg,1,0,>500k,-26.18,28.06
3675,Moscow,1,1,>500k,55.75,37.61
3676,Solwezi,1,0,>100k,-12.18,26.4
3677,Lenasia South,1,0,>100k,-26.41,27.85
3679,Fungurume,1,0,>100k,-10.62,26.33
3680,Sumy,1,0,>100k,50.92,34.8
3682,Кстово,1,0,>100k,57.99,38.85
3684,Vologda,1,0,>250k,59.22,39.88
3686,Afyonkarahisar,1,0,>100k,38.76,30.56
3688,Düzce,1,0,>100k,40.85,31.16
3689,Ga-Rankuwa,1,0,>100k,-25.6,27.97
3691,N/A,1,0,>100k,11.59,26.55
3693,Diepsloot,1,0,>100k,-25.93,28.01
3694,Oryol,1,0,>250k,52.97,36.08
3696,Choma,1,0,>100k,-16.82,26.98
3697,Klipgat,1,0,>500k,-25.5,28.08
3698,Pretoria,1,1,>500k,-25.7,28.23
3699,Kambove,1,0,>100k,-10.88,26.6
3701,Ereğli,1,0,>100k,41.27,31.43
3702,Poltava,1,0,>250k,49.59,34.55
3707,Centurion,1,0,>100k,-25.86,28.16
3708,Isparta,1,0,>100k,37.77,30.55
3709,Likasi,1,0,>250k,-10.99,26.74
3711,Punia,1,0,>100k,-1.46,26.44
3712,Serpukhov,1,0,>100k,54.92,37.41
3713,N/A,1,0,>100k,11.07,26.74
3718,Tsakane,1,0,>250k,-26.34,28.39
3719,De Rust Caravan Park,1,0,>100k,-25.38,28.26
3720,Zonguldak,1,0,>100k,41.46,31.8
3721,Daveyton,1,0,>250k,-26.13,28.44
3722,Phuthaditjhaba,1,0,>100k,-28.55,28.82
3725,Zhukovsky,1,0,>100k,55.59,38.1
3727,Malemba Nkulu,1,0,>100k,-8.04,26.79
3729,Antalya,1,0,>500k,36.92,30.73
3731,Kamianske,1,0,>100k,48.5,34.65
3735,Kursk,1,0,>250k,51.74,36.19
3736,Monze,1,0,>100k,-16.28,27.47
3737,Elektrostal,1,0,>100k,55.78,38.45
3739,Yaroslavl,1,0,>500k,57.62,39.86
3742,Mulongo,1,0,>100k,-7.83,27
3743,Tula,1,0,>250k,54.18,37.62
3744,Nikopol,1,0,>100k,47.57,34.38
3745,Mukubu,1,0,>100k,-8.11,27.05
3746,Kipushi,1,0,>100k,-11.76,27.25
3747,N/A,1,0,>100k,9.15,27.11
3748,Kongolo,1,0,>100k,-5.38,27
3750,Ghubaysh,1,0,>100k,12.15,27.33
3751,Alexandria,1,0,>500k,31.07,29.8
3753,KwaMhlanga,1,0,>100k,-25.41,28.76
3754,Dnipro,1,0,>500k,48.46,35.03
3755,Sevastopol,1,0,>100k,44.6,33.52
3756,Lubumbashi,1,0,>500k,-11.66,27.49
3761,eMbalenhle,1,0,>100k,-26.55,29.08
3762,Orekhovo-Zouïevo,1,0,>100k,55.81,38.97
3765,Aweil,1,0,>100k,8.77,27.4
3766,Mpose,1,0,>100k,-9.35,27.43
3767,Manono,1,0,>250k,-7.31,27.39
3768,Vosman,1,0,>100k,-25.86,29.12
3769,Zaporizhzhia,1,0,>500k,47.84,35.15
3772,Karabük,1,0,>100k,41.21,32.64
3773,Shabunda,1,0,>100k,-2.69,27.35
3774,Emalahleni,1,0,>100k,-25.89,29.23
3777,Bulawayo,1,0,>500k,-20.16,28.53
3780,Kasumbalesa,1,0,>100k,-12.23,27.79
3781,Kharkiv,1,0,>500k,49.98,36.27
3782,Hamrat El Sheikh,1,0,>100k,14.64,27.97
3784,Malualkon,1,0,>100k,9.02,27.63
3786,Chingola,1,0,>100k,-12.54,27.86
3787,Muglad,1,0,>100k,11.03,27.75
3788,Simferopol,1,0,>250k,44.95,34.11
3789,Idku,1,0,>100k,31.31,30.3
3791,Belgorod,1,0,>250k,50.59,36.59
3792,Kafue,1,0,>100k,-15.76,28.17
3795,Sincan,1,0,>500k,39.95,32.61
3797,Kostroma,1,0,>100k,57.77,40.95
