id,name,urbanCenter,capital,pop2015Cat,lat,lon
6550,Balesar,1,0,>100k,26.41,72.49
6551,Shakar Garh,1,0,>250k,32.26,75.15
6553,Radhanpur,1,0,>100k,23.83,71.61
6555,Abohar,1,0,>100k,30.15,74.2
6558,Firozpur,1,0,>100k,30.94,74.62
6559,Bikaner,1,0,>500k,28.02,73.32
6560,Deoder,1,0,>100k,24.11,71.78
6561,Bhaderwah,1,0,>100k,32.99,75.71
6562,Tarn Taran Sahib,1,0,>100k,31.46,74.93
6563,Dhrangadhra,1,0,>100k,22.99,71.46
6564,Karamay,1,0,>100k,45.59,84.87
6567,Un,1,0,>100k,23.97,71.83
6569,Sri Muktsar Sahib,1,0,>100k,30.47,74.52
6570,Dhanera,1,0,>100k,24.5,72.02
6571,Batala,1,0,>250k,31.81,75.2
6572,Osiyan,1,0,>100k,26.73,72.91
6575,Bhinmal,1,0,>100k,25.01,72.27
6579,Gurdaspur,1,0,>100k,32.04,75.4
6580,Faridkot,1,0,>100k,30.67,74.74
6583,Amreli,1,0,>100k,21.6,71.22
6586,Hanumanangarh Junction,1,0,>100k,29.62,74.29
6588,Surendranagar,1,0,>250k,22.72,71.65
6591,Pathankot,1,0,>100k,32.27,75.65
6592,Deesa,1,0,>500k,24.25,72.19
6594,Nokha,1,0,>100k,27.55,73.47
6595,Jodhpur,1,0,>500k,26.27,73.02
6597,Jalore,1,0,>100k,25.35,72.62
6598,N/A,1,0,>100k,26.17,72.93
6599,Patan,1,0,>250k,23.85,72.13
6603,Botad,1,0,>100k,22.17,71.66
6604,N/A,1,0,>100k,26.81,73.33
6605,Kapurthala,1,0,>100k,31.37,75.39
6608,Limbdi,1,0,>100k,22.57,71.81
6609,Khinwasar,1,0,>100k,26.98,73.42
6610,Moga,1,0,>100k,30.82,75.18
6611,Palanpur,1,0,>250k,24.18,72.43
6612,Viramgam,1,0,>100k,23.13,72.05
6614,Bathinda,1,0,>250k,30.21,74.95
6618,Jalandhar,1,0,>500k,31.33,75.57
6620,Shihi Village,1,0,>100k,23.8,72.39
6622,Mahesana,1,0,>250k,23.6,72.38
6623,Nagaur,1,0,>100k,27.2,73.73
6627,Kadi,1,0,>100k,23.29,72.35
6629,Abu Road,1,0,>100k,24.48,72.78
6630,Pali,1,0,>250k,25.78,73.32
6631,Visnagar,1,0,>100k,23.7,72.54
6634,Palitana,1,0,>100k,21.53,71.82
6637,Hoshiarpur,1,0,>100k,31.52,75.91
6638,Mahuva,1,0,>250k,21.1,71.76
6639,Phagwara,1,0,>100k,31.22,75.77
6645,Ambaji,1,0,>100k,24.33,72.86
6646,Kalol,1,0,>100k,23.24,72.5
6648,Sirsa,1,0,>250k,29.54,75.03
6651,Ahmedabad,1,0,>500k,23.03,72.58
6652,N/A,1,0,>100k,22.91,72.43
6654,Bhavnagar,1,0,>500k,21.76,72.14
6658,Dholka,1,0,>100k,22.73,72.45
6659,Ludhiana,1,0,>500k,30.9,75.89
6661,Barnala,1,0,>100k,30.36,75.54
6662,Gandhinagar,1,0,>100k,23.23,72.64
6669,Ratangarh,1,0,>100k,28.07,74.62
6670,Merta City,1,0,>100k,26.65,74.04
6671,Sujangarh,1,0,>100k,27.7,74.47
6672,Khedbrahma,1,0,>100k,24.03,73.05
6677,Himatnagar,1,0,>100k,23.59,72.96
6678,Dahegam,1,0,>100k,23.17,72.82
6679,Kuqa,1,0,>100k,41.72,82.96
6680,Malerkotla,1,0,>100k,30.53,75.88
6684,Hamirpur,1,0,>100k,31.7,76.52
6685,Fatehabad,1,0,>100k,29.51,75.45
6686,N/A,1,0,>100k,24.52,73.36
6687,Khambhat,1,0,>100k,22.32,72.63
6691,Didwana,1,0,>100k,27.4,74.58
6692,Gogunda,1,0,>100k,24.76,73.53
6694,Nadiad,1,0,>250k,22.7,72.86
6696,Petlad,1,0,>100k,22.48,72.8
6698,Bhiloda,1,0,>100k,23.77,73.25
6700,N/A,1,0,>100k,24.42,73.48
6702,Kathlal,1,0,>100k,22.89,72.99
6704,Anand,1,0,>500k,22.55,72.94
6705,Khanna,1,0,>100k,30.7,76.22
6706,Hotan,1,0,>100k,37.11,79.93
6707,Kapadvanj,1,0,>100k,23.02,73.08
6710,Borsad,1,0,>100k,22.41,72.91
6711,Mandi Gobindgarh,1,0,>100k,30.65,76.27
6712,Udaipur,1,0,>500k,24.59,73.71
6713,Nabha,1,0,>100k,30.38,76.15
6714,Rajsamand,1,0,>100k,25.03,73.87
6716,Modasa,1,0,>100k,23.47,73.3
6718,Makrana,1,0,>250k,27.02,74.71
6719,Beawar,1,0,>250k,26.1,74.32
6728,Surat,1,0,>500k,21.18,72.76
6731,Mandi,1,0,>100k,31.71,76.94
6734,Kherwara,1,0,>100k,23.98,73.6
6735,Hisar,1,0,>250k,29.14,75.75
6737,Vadodara,1,0,>500k,22.31,73.17
6740,Kuchaman,1,0,>100k,27.15,74.87
6744,Ajmer,1,0,>500k,26.46,74.64
6748,Meghrej,1,0,>100k,23.49,73.51
6749,Balasinor,1,0,>100k,22.96,73.33
6750,Patiala,1,0,>500k,30.35,76.4
6752,Sikar,1,0,>500k,27.61,75.15
6753,N/A,1,0,>100k,22.88,73.37
6755,Bharuch,1,0,>250k,21.72,73
6756,Jhunjhunu,1,0,>100k,28.12,75.39
6757,Nawalgarh,1,0,>100k,27.85,75.27
6758,Dungarpur,1,0,>250k,23.85,73.72
6760,Chandigarh,1,0,>500k,30.71,76.76
6763,Ankleshwar,1,0,>250k,21.63,73.02
6764,Shihezi,1,0,>250k,44.32,86.04
6769,Pilani,1,0,>100k,28.36,75.59
6771,Rajpura,1,0,>100k,30.47,76.58
6772,Kishangarh,1,0,>250k,26.58,74.86
6773,Kamrej,1,0,>100k,21.27,72.97
6777,Hansi,1,0,>100k,29.1,75.96
6778,Simalwara,1,0,>100k,23.56,73.74
6779,Lunavada,1,0,>100k,23.13,73.61
6780,Navsari,1,0,>250k,20.94,72.94
6781,Bijainagar,1,0,>100k,25.93,74.64
6783,Kalol,1,0,>100k,22.61,73.45
6786,Halol,1,0,>100k,22.51,73.46
6788,Chirawa,1,0,>100k,28.24,75.65
6790,Kaithal,1,0,>100k,29.79,76.41
6791,Salumbar,1,0,>100k,24.14,74.04
6792,Kapasan,1,0,>100k,24.88,74.31
6798,Valsad,1,0,>250k,20.61,72.93
6802,Dahanu,1,0,>100k,19.98,72.74
6805,Kalka,1,0,>100k,30.83,76.94
6806,Bilimora,1,0,>100k,20.77,72.98
6807,Mandal,1,0,>100k,25.44,74.59
6808,Godhra,1,0,>250k,22.78,73.62
6809,Dabhoi,1,0,>100k,22.14,73.41
6810,Vapi,1,0,>250k,20.37,72.92
6811,Boisar,1,0,>250k,19.8,72.73
6812,Renwal,1,0,>100k,27.16,75.32
6813,Bardoli,1,0,>100k,21.12,73.11
6816,Ambala,1,0,>500k,30.36,76.81
6818,Pardi,1,0,>100k,20.52,72.95
6821,Khandela,1,0,>100k,27.61,75.51
6822,Bhilwara,1,0,>250k,25.34,74.63
6823,Shimla,1,0,>100k,31.1,77.16
6824,Jind,1,0,>100k,29.32,76.32
6825,Phulera,1,0,>100k,26.87,75.24
6826,Sagwara,1,0,>100k,23.67,74.01
6828,N/A,1,0,>100k,22.57,73.64
6829,Palghar,1,0,>100k,19.7,72.77
6830,Solan,1,0,>100k,30.91,77.09
6832,Bhiwani,1,0,>250k,28.8,76.14
6833,Santrampur,1,0,>100k,23.19,73.9
6834,Silvassa,1,0,>250k,20.24,73.02
6835,Singhana,1,0,>100k,28.09,75.83
6838,N/A,1,0,>100k,22.8,73.8
6839,Rajpipla,1,0,>100k,21.86,73.51
6840,Vasai-Virar,1,0,>500k,19.41,72.83
6842,Shri Madhopur,1,0,>100k,27.47,75.6
6843,Ringas,1,0,>100k,27.37,75.57
6845,Mumbai,1,0,>500k,19.14,72.97
6847,Chittorgarh,1,0,>250k,24.92,74.64
6848,Neem Ka Thana,1,0,>100k,27.74,75.78
6849,Partapur,1,0,>100k,23.59,74.17
6850,Dharampur,1,0,>100k,20.55,73.18
6851,Chiol,1,0,>100k,20.41,73.12
6853,Bodeli,1,0,>100k,22.27,73.72
6856,Kurukshetra,1,0,>250k,29.97,76.85
6859,N/A,1,0,>100k,23.15,74.03
6862,Vyara,1,0,>100k,21.11,73.39
6863,Devgadh Baria,1,0,>100k,22.7,73.91
6864,N/A,1,0,>100k,27.18,75.61
6865,Limkheda,1,0,>100k,22.83,73.98
6867,Charkhi Dadri,1,0,>100k,28.6,76.27
6872,Vansada,1,0,>100k,20.77,73.36
6874,Mahendragarh,1,0,>100k,28.27,76.15
6877,Nimbahera,1,0,>100k,24.62,74.68
6881,Jahlod,1,0,>100k,23.09,74.16
6882,Narnaul,1,0,>100k,28.06,76.11
6883,Chomu,1,0,>100k,27.15,75.72
6884,Ukai,1,0,>100k,21.22,73.57
6886,Songadh,1,0,>100k,21.17,73.56
6887,Limdi,1,0,>100k,23.01,74.16
6890,Alibag,1,0,>100k,18.65,72.88
6891,Rohtak,1,0,>250k,28.89,76.6
6893,Jaipur,1,0,>500k,26.9,75.78
6897,Gohana,1,0,>100k,29.13,76.7
6898,Banswara,1,0,>250k,23.55,74.43
6899,Chhota Udaipur,1,0,>100k,22.31,74.02
6900,Karnal,1,0,>250k,29.67,76.99
6904,Shahpur,1,0,>100k,27.39,75.97
6906,Dahod,1,0,>250k,22.84,74.25
6907,Yamunanagar,1,0,>500k,30.13,77.29
6908,Manoharpur,1,0,>100k,27.29,75.95
6912,Panipat,1,0,>500k,29.39,76.98
6913,Neemuch,1,0,>100k,24.46,74.87
6916,Kawant,1,0,>100k,22.09,74.05
6917,Kotputli,1,0,>100k,27.7,76.19
6919,Navapur,1,0,>100k,21.17,73.78
6921,Kushalgarh,1,0,>100k,23.2,74.45
6926,Padi Meena,1,0,>100k,26.88,75.91
6927,Pratapgarh,1,0,>100k,24.03,74.78
6928,Ahwa,1,0,>100k,20.76,73.69
6929,Shahapur,1,0,>100k,19.45,73.32
6931,Khapar,1,0,>100k,21.54,73.94
6938,Trimbak,1,0,>100k,19.94,73.54
6942,N/A,1,0,>100k,30.25,77.55
6943,Bansur,1,0,>100k,27.68,76.35
6946,Murbad,1,0,>100k,19.26,73.39
6947,N/A,1,0,>100k,27.51,76.3
6948,Rewari,1,0,>100k,28.19,76.62
6949,Bassi,1,0,>100k,26.84,76.04
6951,Thandla,1,0,>100k,23.01,74.58
6952,Meghnagar,1,0,>100k,22.91,74.55
6955,Delhi [New Delhi],1,1,>500k,28.6,77.2
6957,Alirajpur,1,0,>250k,22.3,74.35
6958,Tonk,1,0,>100k,26.17,75.79
6959,Kairana,1,0,>100k,29.4,77.2
6961,Dhadgaon,1,0,>100k,21.82,74.22
6964,Salhapur,1,0,>100k,28.81,76.97
6965,Saharanpur,1,0,>500k,29.96,77.56
6969,Niwai,1,0,>100k,26.37,75.93
6970,Nashik,1,0,>500k,19.98,73.79
6971,Mandsaur,1,0,>100k,24.07,75.07
6972,Jhabua,1,0,>100k,22.77,74.6
6974,Shamli,1,0,>100k,29.45,77.31
6978,Bhiwadi,1,0,>250k,28.2,76.84
6979,Thana Bhawan,1,0,>100k,29.6,77.42
6980,Bundi,1,0,>100k,25.43,75.64
6983,Jobat,1,0,>100k,22.42,74.56
6984,Changji/Sanji,1,0,>250k,44.01,87.29
6986,Khairthal,1,0,>100k,27.8,76.64
6990,Nandurbar,1,0,>100k,21.38,74.25
6992,Baraut,1,0,>100k,29.08,77.26
6993,Baghpat,1,0,>100k,28.94,77.21
6994,Petlawad,1,0,>100k,23.01,74.8
6995,Alwar,1,0,>500k,27.55,76.65
6996,Dausa,1,0,>250k,26.9,76.34
6999,Ojhar,1,0,>100k,20.09,73.92
7005,Pimpalgaon Basvant,1,0,>100k,20.17,73.99
7011,Ratlam,1,0,>250k,23.34,75.04
7012,Budhana,1,0,>100k,29.29,77.48
7015,Deoband,1,0,>100k,29.69,77.68
7016,Dehradun,1,0,>500k,30.31,78.04
7017,Shahada,1,0,>100k,21.56,74.47
7018,Talegaon,1,0,>100k,18.73,73.67
7019,Nangalwadi Phata,1,0,>100k,18.11,73.5
7021,Sinnar,1,0,>100k,19.86,73.98
7022,Rajgarh,1,0,>100k,27.24,76.61
7024,Satana,1,0,>100k,20.59,74.2
7026,Lalsot,1,0,>100k,26.56,76.33
7027,Sohna,1,0,>100k,28.23,77.08
7028,Kota,1,0,>500k,25.17,75.86
7030,Muzaffarnagar,1,0,>500k,29.47,77.71
7031,Bandikui,1,0,>250k,27.05,76.57
7032,Sikandra,1,0,>100k,26.95,76.56
7033,Roorkee,1,0,>250k,29.86,77.89
7037,Ratnagiri,1,0,>100k,17,73.32
7041,Pune,1,0,>500k,18.57,73.85
7043,Akole,1,0,>100k,19.54,74
7045,Ürümqi,1,0,>500k,43.86,87.6
7046,N/A,1,0,>100k,21.94,74.75
7051,Chiplun,1,0,>100k,17.53,73.52
7055,Haridwar,1,0,>500k,29.94,78.1
7056,Khatauli,1,0,>100k,29.28,77.73
7059,Manchar,1,0,>100k,19.02,73.95
7061,Meerut,1,0,>500k,28.99,77.7
7063,Modinagar,1,0,>250k,28.83,77.57
7066,Sawai Madhopur,1,0,>250k,26.01,76.36
7069,Barwani,1,0,>100k,22.04,74.91
7074,Nagda,1,0,>100k,23.45,75.41
7075,Sangamner,1,0,>250k,19.58,74.2
7077,Palwal,1,0,>100k,28.15,77.33
7080,Dadri,1,0,>100k,28.54,77.53
7081,Rishikesh,1,0,>250k,30.09,78.28
7082,Punhana,1,0,>100k,27.87,77.21
7084,Malegaon,1,0,>500k,20.55,74.53
7085,Greater Noida,1,0,>100k,28.46,77.53
7089,Manmad,1,0,>100k,20.25,74.44
7092,Manawar,1,0,>100k,22.24,75.08
7097,Suket,1,0,>100k,24.64,75.98
7099,Mahwa,1,0,>100k,27.05,76.93
7102,Nagar,1,0,>100k,27.42,77.1
7103,Gangapur,1,0,>250k,26.48,76.73
7104,Kherli,1,0,>100k,27.21,77.04
7105,Shirpur,1,0,>100k,21.35,74.88
7106,Yeola,1,0,>100k,20.04,74.48
7108,Hapur,1,0,>250k,28.73,77.79
7109,Dhule,1,0,>500k,20.89,74.77
7111,Hodal,1,0,>100k,27.89,77.38
7115,Sikandarabad,1,0,>250k,28.47,77.68
7116,Kaman,1,0,>100k,27.65,77.27
7117,Pipaliya,1,0,>100k,24.52,76.02
7118,Kopargaon,1,0,>100k,19.89,74.48
7121,Shirdi,1,0,>100k,19.77,74.47
7122,Bijnor,1,0,>250k,29.38,78.14
7125,Tianshan,1,0,>250k,41.77,86.14
7131,Sendhwa,1,0,>100k,21.69,75.1
7133,Kosi Kalan,1,0,>100k,27.79,77.44
7135,Najibabad,1,0,>250k,29.61,78.33
7136,Nadbai,1,0,>100k,27.21,77.2
7137,Jhalawar,1,0,>100k,24.59,76.16
7138,Karegaon,1,0,>100k,18.78,74.28
7139,Satara,1,0,>250k,17.69,74.01
7140,Deeg,1,0,>100k,27.47,77.33
7141,Hindaun,1,0,>250k,26.75,77.03
7145,Bulandshahr,1,0,>500k,28.4,77.84
7150,Karauli,1,0,>250k,26.5,77.02
7151,Sheopur,1,0,>100k,25.67,76.69
7152,N/A,1,0,>100k,22.62,75.6
7153,Shrirampur,1,0,>100k,19.62,74.65
7155,Kotdwar,1,0,>100k,29.74,78.51
7156,Govardhan,1,0,>100k,27.5,77.47
7158,Ujjain,1,0,>500k,23.18,75.8
7159,Amalner,1,0,>100k,21.04,75.06
7160,Vaijapur,1,0,>100k,19.93,74.72
7161,Baran,1,0,>100k,25.1,76.51
7162,Srinagar,1,0,>100k,30.23,78.8
7163,Khurja,1,0,>250k,28.24,77.85
7166,Chandpur,1,0,>100k,29.14,78.28
7171,Bayana,1,0,>250k,26.92,77.29
7176,Siyana,1,0,>100k,28.63,78.06
7177,Pithampur,1,0,>100k,22.61,75.69
7179,Chalisgaon,1,0,>100k,20.46,75.01
7183,Vrindavan,1,0,>250k,27.57,77.67
7184,Bharatpur,1,0,>250k,27.22,77.5
7186,Gajraula,1,0,>100k,28.83,78.25
7187,Mathura,1,0,>250k,27.5,77.66
7188,Karad,1,0,>100k,17.29,74.18
7189,Khair,1,0,>100k,27.94,77.84
7190,Indore,1,0,>500k,22.68,75.84
7192,Panaji,1,0,>250k,15.49,73.82
7193,Chopda,1,0,>100k,21.24,75.3
7194,Noorpur,1,0,>100k,29.15,78.41
7195,Shikarpur,1,0,>100k,28.28,78.01
7197,Ahmadnagar,1,0,>500k,19.11,74.73
7198,Dhampur,1,0,>100k,29.3,78.51
7200,Jahangirabad,1,0,>100k,28.4,78.11
7202,Vasco da Gama,1,0,>100k,15.39,73.83
7203,Phaltan,1,0,>100k,17.98,74.44
7207,Gokul,1,0,>100k,27.4,77.69
7208,Sherkot,1,0,>100k,29.33,78.58
7209,Daund,1,0,>100k,18.45,74.58
7213,Islampur,1,0,>100k,17.06,74.26
7214,Kodoli,1,0,>100k,16.86,74.21
7218,Kolhapur,1,0,>500k,16.69,74.24
7219,Seohara,1,0,>100k,29.2,78.61
7220,Dewas,1,0,>250k,22.96,76.04
7221,Amroha,1,0,>250k,28.89,78.47
7223,Aklera,1,0,>100k,24.41,76.56
7224,Baramati,1,0,>100k,18.17,74.59
7227,Aligarh,1,0,>500k,27.9,78.08
7230,Iglas,1,0,>100k,27.71,77.94
7232,Baseri,1,0,>100k,26.75,77.54
7233,Margao,1,0,>100k,15.25,73.95
7236,Pachora,1,0,>100k,20.66,75.35
7237,N/A,1,0,>100k,16.76,74.28
7241,Shajapur,1,0,>100k,23.42,76.28
7242,Kanth,1,0,>100k,29.07,78.63
7247,Sabalgarh,1,0,>100k,26.25,77.41
7248,Jalgaon,1,0,>500k,21,75.56
7251,Moradabad,1,0,>500k,28.83,78.74
7254,Hathras,1,0,>250k,27.63,78.06
7255,Bari,1,0,>100k,26.65,77.61
7256,Bijeypur,1,0,>100k,26.05,77.37
7257,Ranjangoan,1,0,>250k,19.83,75.23
7262,Atrauli,1,0,>100k,28.03,78.28
7263,Sadabad,1,0,>100k,27.44,78.03
7264,Agra,1,0,>500k,27.17,78
7266,Aurangabad,1,0,>500k,19.87,75.34
7267,Sambhal,1,0,>500k,28.57,78.57
7269,Jairampur,1,0,>100k,28.18,78.4
7272,Ichalkaranji,1,0,>250k,16.7,74.45
7274,Gadahinglaj,1,0,>100k,16.22,74.35
7275,Thakurdwara,1,0,>250k,29.2,78.92
7280,Kailaras,1,0,>100k,26.3,77.61
7288,Sangli,1,0,>500k,16.86,74.6
7289,Shevgaon,1,0,>100k,19.35,75.22
7290,Pathardi,1,0,>100k,19.17,75.17
7292,Jaysingpur,1,0,>100k,16.78,74.56
7295,Karwar,1,0,>100k,14.83,74.14
7298,Dhaulpur,1,0,>250k,26.71,77.88
7299,Bhusawal,1,0,>250k,21.04,75.81
7300,N/A,1,0,>100k,25.71,77.46
7301,Bahjoi,1,0,>100k,28.39,78.63
7306,Kundarkhi,1,0,>100k,28.69,78.79
7309,Tanda,1,0,>100k,28.97,78.95
7310,Bilari,1,0,>250k,28.62,78.8
7312,dehgaon,1,0,>100k,28.11,78.58
7313,Sikandra Rao,1,0,>100k,27.69,78.38
7316,Joura,1,0,>250k,26.34,77.81
7319,Etmadpur,1,0,>250k,27.22,78.24
7320,Sillod,1,0,>100k,20.3,75.65
7322,Belagavi,1,0,>500k,15.86,74.51
7323,Chandausi,1,0,>250k,28.45,78.78
7325,Kumbhraj,1,0,>100k,24.37,77.05
7328,Islamnagar,1,0,>100k,28.33,78.72
7329,Biaora,1,0,>100k,23.92,76.91
7330,Akluj,1,0,>100k,17.88,75.02
7337,Morena,1,0,>250k,26.49,77.99
7341,Rampur,1,0,>500k,28.79,79.03
7348,Guna,1,0,>250k,24.65,77.31
7352,Khandwa,1,0,>250k,21.82,76.34
7354,Kasganj,1,0,>250k,27.81,78.64
7355,Firozabad,1,0,>500k,27.16,78.4
7357,Ashta,1,0,>100k,23.02,76.72
7361,Sahabad,1,0,>100k,28.57,79.01
7362,Shivpuri,1,0,>250k,25.42,77.66
7363,N/A,1,0,>250k,27.35,78.49
7364,Bamaur,1,0,>100k,26.38,78.08
7365,Burhanpur,1,0,>250k,21.32,76.22
7367,Kolaras,1,0,>100k,25.22,77.61
7369,Bisauli,1,0,>100k,28.31,78.94
7371,Ambah,1,0,>100k,26.7,78.22
7372,Gokak,1,0,>100k,16.16,74.83
7374,Bilaspur,1,0,>100k,28.89,79.26
7376,Etah,1,0,>500k,27.56,78.66
7377,Badarwas,1,0,>100k,24.97,77.56
7381,N/A,1,0,>250k,28.13,78.91
7383,Milak,1,0,>100k,28.61,79.17
7384,Jalna,1,0,>250k,19.85,75.88
7385,Sangole,1,0,>100k,17.44,75.19
7386,Almora,1,0,>100k,29.6,79.65
7387,Gwalior,1,0,>500k,26.22,78.18
7391,Haldwani,1,0,>250k,29.21,79.52
7392,Rudrapur,1,0,>250k,28.99,79.4
7393,Malkapur,1,0,>100k,20.89,76.2
7394,Aron,1,0,>100k,24.38,77.42
7395,N/A,1,0,>100k,28.55,79.2
7396,Narwar,1,0,>100k,25.64,77.91
7397,Nepanagar,1,0,>100k,21.45,76.4
7399,Athani,1,0,>100k,16.73,75.06
7401,Pandharpur,1,0,>250k,17.67,75.33
7402,Bailahongala,1,0,>100k,15.81,74.85
7404,Porsa,1,0,>100k,26.67,78.37
7406,Shikohabad,1,0,>250k,27.11,78.59
7407,N/A,1,0,>100k,28.73,79.31
7409,Bhatkal,1,0,>100k,14.01,74.53
7410,Ujhani,1,0,>100k,28,79.01
7412,Malanpur,1,0,>100k,26.36,78.29
7414,Buldhana,1,0,>100k,20.53,76.18
7415,Jath,1,0,>100k,17.05,75.21
7416,Sehore,1,0,>100k,23.21,77.08
7417,Beed,1,0,>250k,18.99,75.76
7418,Aonla,1,0,>250k,28.28,79.16
7421,Rabakavi Banahatti,1,0,>100k,16.48,75.12
7422,Ganj Dundwara,1,0,>100k,27.73,78.94
7426,Bah,1,0,>100k,26.87,78.59
7427,Mammigatti,1,0,>100k,15.51,74.92
7428,Sirsaganj,1,0,>100k,27.06,78.69
7429,Baheri,1,0,>250k,28.79,79.5
7430,Budaun,1,0,>500k,28.03,79.13
7433,Paul Pothen Nagar,1,0,>100k,28.22,79.24
7434,Chikhli,1,0,>100k,20.35,76.26
7436,Bareilly,1,0,>500k,28.38,79.42
7439,Dharwad,1,0,>500k,15.44,75.02
7440,Ashoknagar,1,0,>100k,24.57,77.73
7441,Barshi,1,0,>100k,18.24,75.69
7445,Sirsi,1,0,>100k,14.62,74.84
7450,Jamakhandi,1,0,>100k,16.51,75.29
7451,Karera,1,0,>100k,25.46,78.14
7452,Berasia,1,0,>100k,23.63,77.43
7458,Dabra,1,0,>250k,25.89,78.33
7459,Bhopal,1,0,>500k,23.24,77.42
7460,Kundapura,1,0,>100k,13.55,74.7
7461,Mahgawan,1,0,>100k,26.5,78.61
7464,Malé,1,0,>100k,4.18,73.51
7467,Sironj,1,0,>100k,24.1,77.69
7469,Khamgaon,1,0,>100k,20.72,76.56
7471,Hubballi,1,0,>100k,15.36,75.13
7473,Mainpuri,1,0,>500k,27.23,79.03
7474,Udupi,1,0,>100k,13.35,74.74
7476,Nawabganj,1,0,>250k,28.54,79.64
7477,Karhal,1,0,>100k,27,78.94
7478,Dataganj,1,0,>100k,28.02,79.4
7479,Aliganj,1,0,>250k,27.49,79.18
7481,Pichor,1,0,>100k,25.18,78.19
7482,Khaniadhana,1,0,>100k,25.03,78.13
7483,Bhind,1,0,>500k,26.56,78.79
7486,Faridpur,1,0,>250k,28.21,79.54
7487,Datia,1,0,>250k,25.67,78.45
7489,Majalgaon,1,0,>100k,19.16,76.21
7490,Pithoragarh,1,0,>100k,29.58,80.22
7491,Etawah,1,0,>500k,26.8,79.01
7492,Indergarh,1,0,>100k,25.91,78.56
7495,Sagara,1,0,>100k,14.17,75.03
7496,Mangaluru,1,0,>500k,12.91,74.85
7497,Pilibhit,1,0,>500k,28.62,79.81
7498,Bhongaon,1,0,>250k,27.26,79.18
7499,Mandideep,1,0,>100k,23.09,77.53
7501,Khatīma,1,0,>100k,28.92,79.97
7502,Chanderi,1,0,>100k,24.71,78.13
7506,Kaimganj,1,0,>250k,27.55,79.34
7508,Osmanabad,1,0,>100k,18.2,76.04
7509,Solapur,1,0,>500k,17.66,75.92
7510,Vijayapura,1,0,>500k,16.83,75.72
7511,Rafiabad Kalan,1,0,>100k,27.7,79.45
7516,Mungaoli,1,0,>100k,24.41,78.1
7518,Jhansi,1,0,>500k,25.45,78.56
7521,Bewar,1,0,>250k,27.22,79.3
7522,Basoda,1,0,>100k,23.85,77.94
7523,Vidisha,1,0,>250k,23.52,77.81
7524,Manjeshwar,1,0,>250k,12.67,74.92
7525,Miranpur Katra,1,0,>100k,28.03,79.67
7527,Bisalpur,1,0,>250k,28.29,79.81
7530,Bantwal Cross Road,1,0,>100k,12.88,75.01
7531,Talbehat,1,0,>100k,25.04,78.43
7532,Raisen,1,0,>100k,23.33,77.78
7534,Bagalkot,1,0,>100k,16.17,75.67
7536,Akot,1,0,>100k,21.1,77.05
7537,Bhander,1,0,>100k,25.74,78.74
7539,Lahar,1,0,>100k,26.19,78.94
7540,Tilhar,1,0,>250k,27.96,79.74
7541,Bharthana,1,0,>100k,26.76,79.23
7542,Ambajogai,1,0,>100k,18.73,76.38
7544,Haveri,1,0,>100k,14.8,75.4
7547,Akola,1,0,>500k,20.7,77.02
7548,Neeleshwaram,1,0,>500k,12.4,75.05
7549,Jalalabad,1,0,>100k,27.72,79.66
7550,Bina Etawa,1,0,>100k,24.17,78.19
7551,Lalitpur,1,0,>250k,24.69,78.42
7553,Nigohi,1,0,>100k,28.1,79.87
7557,N/A,1,0,>100k,28.24,79.95
7558,Farrukhabad,1,0,>500k,27.38,79.61
7559,Hoshangabad,1,0,>100k,22.75,77.73
7560,Parli,1,0,>100k,18.86,76.52
7561,Gadag,1,0,>250k,15.43,75.64
7562,Chhibramau,1,0,>250k,27.15,79.49
7565,Puranpur,1,0,>100k,28.51,80.15
7566,Shahjahanpur,1,0,>500k,27.86,79.91
7567,Allahganj,1,0,>100k,27.55,79.69
7571,Itarsi,1,0,>100k,22.61,77.77
7573,Madhogarh,1,0,>100k,26.28,79.19
7576,Pirthipur,1,0,>100k,25.21,78.75
7577,Puttur,1,0,>100k,12.76,75.2
7580,N/A,1,0,>100k,28.64,80.31
7581,Khurai,1,0,>100k,24.05,78.33
7586,Parbhani,1,0,>250k,19.27,76.78
7587,Payyanur,1,0,>250k,12.12,75.19
7588,Latur,1,0,>500k,18.4,76.57
7589,Konch,1,0,>100k,25.99,79.16
7590,Bidhuna,1,0,>100k,26.8,79.51
7592,Ranebennur,1,0,>100k,14.62,75.63
7593,N/A,1,0,>100k,27.53,79.84
7594,N/A,1,0,>100k,28.67,80.41
7595,Pawayan,1,0,>100k,28.07,80.1
7598,Gangakhed,1,0,>100k,18.96,76.75
7599,N/A,1,0,>100k,26.64,79.49
7601,Shahabad,1,0,>500k,27.65,79.94
7602,Shivamogga,1,0,>250k,13.93,75.57
7603,Gursahaiganj,1,0,>250k,27.12,79.73
7608,Washim,1,0,>100k,20.11,77.14
7609,Kannur,1,0,>500k,11.94,75.34
7612,Honnali,1,0,>100k,14.24,75.65
7614,Dibiyapur,1,0,>100k,26.62,79.55
7615,Jalaun,1,0,>100k,26.14,79.33
7617,Achalpur,1,0,>100k,21.27,77.52
7618,Mahrauni,1,0,>100k,24.58,78.72
7619,Murtijapur,1,0,>100k,20.73,77.36
7621,Begamganj,1,0,>100k,23.59,78.34
7623,Auraiya,1,0,>250k,26.46,79.51
7625,Tikamgarh,1,0,>250k,24.75,78.83
